Phase,Block,Floor,FloorLevel,Room,Size,Size_Category,Price,AvgPrice,Date,Direction,View,Distance,View_Score
 5 Lynwood ,1,1,Low, H,550,Middle_Unit,4380000,7964,13/2/2026,East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,3,12,Mid, H,549,Middle_Unit,4638000,8448,12/2/2026,South East,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,9,1,Low, F,442,Small_Unit,3998000,9045,12/2/2026,South,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,8,25,Mid, A,629,Large_Unit,5150000,8188,11/2/2026,South East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,10,1,Low, D,551,Middle_Unit,4028000,7310,11/2/2026,North,10. Poor Street (Light Rail Track / Road),500,2
 6 Maywood ,8,23,Mid, H,540,Middle_Unit,4698000,8700,10/2/2026,South,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,14,24,Mid, G,547,Middle_Unit,4450000,8135,10/2/2026,North East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,6,4,Low, F,449,Small_Unit,4000000,8909,9/2/2026,North,8. Normal (Poor Direction - N/W),500,4.5
 3 Chestwood ,3,17,Mid, H,549,Middle_Unit,4998000,9104,9/2/2026,South East,1. Premium Plus (Full Park),1300,9
 6 Maywood ,5,12,Mid, D,544,Middle_Unit,4750000,8732,6/2/2026,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,6,29,High, B,630,Large_Unit,5280000,8381,6/2/2026,South East,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,5,25,Mid, E,448,Small_Unit,4200000,9375,6/2/2026,North East,6. Normal (Good Direction - S/E),500,6
 2 Sherwood ,3,5,Low, F,449,Small_Unit,3880000,8641,5/2/2026,East,6. Normal (Good Direction - S/E),500,6
 6 Maywood ,6,15,Mid, C,544,Middle_Unit,4000000,7353,4/2/2026,South East,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,10,22,Mid, A,635,Large_Unit,4880000,7685,3/2/2026,North East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,4,35,High, H,540,Middle_Unit,5180000,9593,3/2/2026,South West,6. Normal (Good Direction - S/E),1500,6
 3 Chestwood ,2,22,Mid, B,633,Large_Unit,5480000,8657,3/2/2026,South East,1. Premium Plus (Full Park),1300,9
 1 Locwood ,9,22,Mid, F,449,Small_Unit,4150000,9243,30/1/2026,South,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,3,5,Low, F,442,Small_Unit,3800000,8597,28/1/2026,East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,8,9,Low, F,442,Small_Unit,4180000,9457,28/1/2026,North West,10. Poor Street (Busy Road),1400,2
 3 Chestwood ,4,22,Mid, G,548,Middle_Unit,5200000,9489,28/1/2026,North East,6. Normal (Good Direction - S/E),1300,6
 7 Kenswood ,6,9,Low, B,630,Large_Unit,5500000,8730,27/1/2026,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,1,30,High, A,635,Large_Unit,5200000,8189,26/1/2026,South West,5. Good Internal (Pool/Piazza),1400,6.5
 2 Sherwood ,3,4,Low, E,448,Small_Unit,3900000,8705,26/1/2026,North,8. Normal (Poor Direction - N/W),500,4.5
 7 Kenswood ,2,33,High, F,442,Small_Unit,4200000,9502,22/1/2026,East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,4,14,Mid, C,551,Middle_Unit,4450000,8076,22/1/2026,North,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,5,4,Low, F,449,Small_Unit,4000000,8909,21/1/2026,South West,2. Premium (Open Channel/Greenery),450,8.5
 3 Chestwood ,4,32,High, G,548,Middle_Unit,5400000,9854,19/1/2026,North East,6. Normal (Good Direction - S/E),1300,6
 1 Locwood ,6,24,Mid, F,449,Small_Unit,4180000,9310,16/1/2026,North,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,7,33,High, B,630,Large_Unit,5500000,8730,16/1/2026,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,8,8,Low, A,639,Large_Unit,5300000,8294,16/1/2026,South East,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,10,15,Mid, E,448,Small_Unit,3400000,7589,15/1/2026,North West,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,1,34,High, G,548,Middle_Unit,3900000,7117,14/1/2026,South West,2. Premium (Open Channel/Greenery),450,8.5
 2 Sherwood ,5,37,High, H,549,Middle_Unit,5310000,9672,14/1/2026,South East,1. Premium Plus (Full Park),500,9
 5 Lynwood ,8,38,High, H,1281,Large_Unit,9150000,7143,12/1/2026,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,14,1,Low, B,633,Large_Unit,4428000,6995,12/1/2026,North East,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,8,33,High, E,446,Small_Unit,4168000,9345,12/1/2026,North West,10. Poor Street (Busy Road),1500,2
 2 Sherwood ,6,25,Mid, G,548,Middle_Unit,4400000,8029,12/1/2026,South,1. Premium Plus (Full Park),500,9
 1 Locwood ,7,6,Low, H,549,Middle_Unit,4438000,8084,9/1/2026,East,10. Poor Street (Light Rail Track / Road),450,2
 2 Sherwood ,6,9,Low, C,551,Middle_Unit,4700000,8530,9/1/2026,South East,1. Premium Plus (Full Park),500,9
 3 Chestwood ,4,3,Low, A,639,Large_Unit,5000000,7825,8/1/2026,South East,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,5,26,High, B,630,Large_Unit,5350000,8492,7/1/2026,South,5. Good Internal (Pool/Piazza),1400,6.5
 6 Maywood ,5,28,High, H,540,Middle_Unit,4900000,9074,7/1/2026,South East,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,3,28,High, C,546,Middle_Unit,4588000,8403,6/1/2026,South East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,7,25,Mid, H,547,Middle_Unit,4800000,8775,6/1/2026,East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,7,6,Low, F,442,Small_Unit,3950000,8937,6/1/2026,North East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,6,30,High, D,544,Middle_Unit,3950000,7261,5/1/2026,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,7,17,Mid, D,551,Middle_Unit,4900000,8893,5/1/2026,South East,2. Premium (Open Channel/Greenery),450,8.5
 3 Chestwood ,2,29,High, A,636,Large_Unit,5500000,8648,5/1/2026,South,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,2,28,High, C,546,Middle_Unit,4380000,8022,2/1/2026,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,3,18,Mid, D,551,Middle_Unit,4550000,8258,2/1/2026,North,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,1,16,Mid, F,442,Small_Unit,3958000,8955,31/12/2025,East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,4,26,High, C,544,Middle_Unit,5080000,9338,31/12/2025,South West,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,5,12,Mid, B,633,Large_Unit,5080000,8025,31/12/2025,South,1. Premium Plus (Full Park),500,9
 6 Maywood ,8,3,Low, E,441,Small_Unit,4000000,9070,30/12/2025,North West,4. Good Open (Distant Greenery),1500,7
 6 Maywood ,4,19,Mid, E,441,Small_Unit,4290000,9728,29/12/2025,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,3,30,High, H,547,Middle_Unit,4600000,8410,24/12/2025,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,14,27,High, F,449,Small_Unit,3800000,8463,24/12/2025,North East,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,13,8,Low, E,448,Small_Unit,3900000,8705,23/12/2025,South East,2. Premium (Open Channel/Greenery),500,8.5
 2 Sherwood ,6,39,High, B,633,Large_Unit,5550000,8768,19/12/2025,South East,1. Premium Plus (Full Park),500,9
 2 Sherwood ,4,3,Low, E,448,Small_Unit,3880000,8661,19/12/2025,South West,1. Premium Plus (Full Park),500,9
 6 Maywood ,7,9,Low, F,441,Small_Unit,4000000,9070,18/12/2025,North East,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,7,25,Mid, A,635,Large_Unit,5380000,8472,17/12/2025,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,4,28,High, C,546,Middle_Unit,4900000,8974,17/12/2025,South West,5. Good Internal (Pool/Piazza),1400,6.5
 2 Sherwood ,6,11,Mid, A,636,Large_Unit,5220000,8208,16/12/2025,South East,1. Premium Plus (Full Park),500,9
 5 Lynwood ,8,10,Low, F,442,Small_Unit,4000000,9050,16/12/2025,North West,10. Poor Street (Busy Road),1500,2
 5 Lynwood ,2,2,Low, B,630,Large_Unit,4500000,7143,16/12/2025,South West,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,1,4,Low, E,448,Small_Unit,3728000,8321,16/12/2025,East,6. Normal (Good Direction - S/E),500,6
 6 Maywood ,2,5,Low, H,544,Middle_Unit,4560000,8382,15/12/2025,West,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,3,20,Mid, D,551,Middle_Unit,4800000,8711,12/12/2025,North,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,4,16,Mid, D,551,Middle_Unit,4900000,8893,12/12/2025,South,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,14,9,Low, H,550,Middle_Unit,4530000,8236,11/12/2025,West,10. Poor Street (Busy Road),1400,2
 1 Locwood ,14,32,High, C,551,Middle_Unit,4800000,8711,10/12/2025,North West,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,6,1,Low, G,548,Middle_Unit,3800000,6934,10/12/2025,South,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,14,21,Mid, H,547,Middle_Unit,4500000,8227,9/12/2025,West,10. Poor Street (Busy Road),1400,2
 3 Chestwood ,1,2,Low, H,552,Middle_Unit,4380000,7935,9/12/2025,East,6. Normal (Good Direction - S/E),1300,6
 1 Locwood ,4,5,Low, C,551,Middle_Unit,4400000,7985,9/12/2025,North,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,6,16,Mid, D,544,Middle_Unit,4280000,7868,8/12/2025,South West,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,10,38,High, H,1281,Large_Unit,9300000,7260,8/12/2025,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,9,17,Mid, H,549,Middle_Unit,4850000,8834,8/12/2025,South East,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,5,5,Low, B,630,Large_Unit,4750000,7540,5/12/2025,South,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,10,2,Low, F,449,Small_Unit,3800000,8463,3/12/2025,South West,2. Premium (Open Channel/Greenery),500,8.5
 2 Sherwood ,3,9,Low, C,551,Middle_Unit,4500000,8167,2/12/2025,South East,1. Premium Plus (Full Park),500,9
 6 Maywood ,1,13,Mid, B,623,Large_Unit,5250000,8427,2/12/2025,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,5,1,Low, B,630,Large_Unit,4538000,7203,1/12/2025,South,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,4,21,Mid, H,540,Middle_Unit,4480000,8296,1/12/2025,South West,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,2,10,Low, E,448,Small_Unit,4080000,9107,1/12/2025,North,8. Normal (Poor Direction - N/W),500,4.5
 7 Kenswood ,2,17,Mid, B,630,Large_Unit,5220000,8286,28/11/2025,South West,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,10,12,Mid, C,546,Middle_Unit,4620000,8462,28/11/2025,South West,5. Good Internal (Pool/Piazza),1400,6.5
 6 Maywood ,7,4,Low, F,441,Small_Unit,3880000,8798,28/11/2025,North East,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,6,7,Low, A,638,Large_Unit,4980000,7806,28/11/2025,North East,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,3,27,High, E,448,Small_Unit,4080000,9107,25/11/2025,North,8. Normal (Poor Direction - N/W),500,4.5
 3 Chestwood ,3,11,Mid, F,449,Small_Unit,4000000,8909,25/11/2025,East,6. Normal (Good Direction - S/E),1300,6
 7 Kenswood ,11,15,Mid, F,442,Small_Unit,4080000,9231,24/11/2025,West,10. Poor Street (Busy Road),1400,2
 6 Maywood ,6,31,High, F,441,Small_Unit,4180000,9478,24/11/2025,North,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,6,25,Mid, B,630,Large_Unit,5180000,8222,21/11/2025,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,5,35,High, E,446,Small_Unit,3950000,8857,21/11/2025,North East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,6,24,Mid, D,551,Middle_Unit,4280000,7768,20/11/2025,South West,1. Premium Plus (Full Park),500,9
 5 Lynwood ,4,23,Mid, H,547,Middle_Unit,4800000,8775,19/11/2025,South West,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,1,12,Mid, C,546,Middle_Unit,4500000,8242,19/11/2025,North East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,3,14,Mid, D,547,Middle_Unit,4400000,8044,19/11/2025,North,8. Normal (Poor Direction - N/W),1500,4.5
 2 Sherwood ,2,3,Low, G,548,Middle_Unit,4450000,8120,18/11/2025,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,9,21,Mid, H,547,Middle_Unit,4300000,7861,18/11/2025,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,11,29,High, A,635,Large_Unit,5200000,8189,18/11/2025,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,4,12,Mid, H,549,Middle_Unit,3700000,6740,18/11/2025,South West,2. Premium (Open Channel/Greenery),450,8.5
 6 Maywood ,8,10,Low, B,623,Large_Unit,4950000,7945,14/11/2025,East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,7,11,Mid, F,449,Small_Unit,4050000,9020,14/11/2025,North East,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,3,17,Mid, E,441,Small_Unit,3980000,9025,12/11/2025,North,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,10,22,Mid, D,544,Middle_Unit,3780000,6949,12/11/2025,North,8. Normal (Poor Direction - N/W),1500,4.5
 6 Maywood ,1,18,Mid, B,623,Large_Unit,5000000,8026,11/11/2025,South West,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,3,13,Mid, F,442,Small_Unit,4000000,9050,11/11/2025,East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,8,28,High, G,547,Middle_Unit,4780000,8739,11/11/2025,North East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,7,30,High, F,442,Small_Unit,4330000,9796,11/11/2025,North East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,10,8,Low, G,548,Middle_Unit,4680000,8540,10/11/2025,South West,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,7,25,Mid, E,446,Small_Unit,3980000,8924,7/11/2025,South West,5. Good Internal (Pool/Piazza),1400,6.5
 3 Chestwood ,2,15,Mid, E,448,Small_Unit,4000000,8929,7/11/2025,North,8. Normal (Poor Direction - N/W),1300,4.5
 7 Kenswood ,12,13,Mid, H,550,Middle_Unit,4780000,8691,7/11/2025,North West,10. Poor Street (Busy Road),1400,2
 7 Kenswood ,2,26,High, B,630,Large_Unit,5160000,8190,7/11/2025,South West,5. Good Internal (Pool/Piazza),1400,6.5
 3 Chestwood ,6,12,Mid, E,448,Small_Unit,3500000,7813,6/11/2025,North West,1. Premium Plus (Full Park),1300,9
 1 Locwood ,4,23,Mid, B,633,Large_Unit,5000000,7899,6/11/2025,South East,2. Premium (Open Channel/Greenery),450,8.5
 3 Chestwood ,1,32,High, G,548,Middle_Unit,5560000,10146,5/11/2025,South West,1. Premium Plus (Full Park),1300,9
 3 Chestwood ,1,8,Low, D,546,Middle_Unit,4500000,8242,4/11/2025,North East,6. Normal (Good Direction - S/E),1300,6
 5 Lynwood ,7,21,Mid, H,547,Middle_Unit,4360000,7971,4/11/2025,East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,6,19,Mid, D,544,Middle_Unit,4830000,8879,3/11/2025,South West,5. Good Internal (Pool/Piazza),1400,6.5
 3 Chestwood ,5,31,High, F,449,Small_Unit,4290000,9555,3/11/2025,South West,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,4,7,Low, A,636,Large_Unit,5280000,8302,3/11/2025,South East,1. Premium Plus (Full Park),500,9
 2 Sherwood ,4,37,High, B,633,Large_Unit,6070000,9589,31/10/2025,South East,1. Premium Plus (Full Park),500,9
 5 Lynwood ,5,29,High, G,547,Middle_Unit,4920000,8995,31/10/2025,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,4,32,High, F,442,Small_Unit,4420000,10000,30/10/2025,West,10. Poor Street (Busy Road),1400,2
 2 Sherwood ,1,28,High, B,633,Large_Unit,5300000,8373,30/10/2025,South,1. Premium Plus (Full Park),500,9
 5 Lynwood ,9,28,High, D,544,Middle_Unit,4700000,8640,30/10/2025,North,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,5,34,High, G,547,Middle_Unit,4000000,7313,30/10/2025,South East,4. Good Open (Distant Greenery),1400,7
 3 Chestwood ,4,21,Mid, C,551,Middle_Unit,4700000,8530,30/10/2025,South West,1. Premium Plus (Full Park),1300,9
 1 Locwood ,12,26,High, G,548,Middle_Unit,4780000,8723,28/10/2025,North,10. Poor Street (Light Rail Track / Road),500,2
 6 Maywood ,4,24,Mid, B,623,Large_Unit,4980000,7994,28/10/2025,South East,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,5,21,Mid, D,551,Middle_Unit,4580000,8312,28/10/2025,North West,1. Premium Plus (Full Park),500,9
 1 Locwood ,3,29,High, G,548,Middle_Unit,4880000,8905,27/10/2025,South East,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,10,31,High, H,547,Middle_Unit,4620000,8446,24/10/2025,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,10,21,Mid, H,547,Middle_Unit,4850000,8867,21/10/2025,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,4,12,Mid, G,547,Middle_Unit,4550000,8318,20/10/2025,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,10,27,High, C,551,Middle_Unit,4700000,8530,20/10/2025,South East,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,8,8,Low, E,446,Small_Unit,3980000,8924,20/10/2025,North West,10. Poor Street (Busy Road),1500,2
 2 Sherwood ,2,6,Low, E,448,Small_Unit,3630000,8103,17/10/2025,North,8. Normal (Poor Direction - N/W),500,4.5
 7 Kenswood ,5,8,Low, E,446,Small_Unit,4280000,9596,17/10/2025,North East,4. Good Open (Distant Greenery),1400,7
 3 Chestwood ,1,20,Mid, F,449,Small_Unit,3820000,8508,17/10/2025,East,6. Normal (Good Direction - S/E),1300,6
 7 Kenswood ,9,28,High, F,442,Small_Unit,3840000,8688,16/10/2025,South,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,8,33,High, H,547,Middle_Unit,3980000,7276,16/10/2025,South,5. Good Internal (Pool/Piazza),1400,6.5
 2 Sherwood ,3,28,High, C,551,Middle_Unit,4747000,8615,15/10/2025,South East,1. Premium Plus (Full Park),500,9
 7 Kenswood ,7,4,Low, D,547,Middle_Unit,4000000,7313,15/10/2025,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,7,14,Mid, H,549,Middle_Unit,4500000,8197,14/10/2025,East,10. Poor Street (Light Rail Track / Road),450,2
 2 Sherwood ,1,2,Low, C,551,Middle_Unit,4280000,7768,14/10/2025,North East,6. Normal (Good Direction - S/E),500,6
 5 Lynwood ,8,23,Mid, G,547,Middle_Unit,4650000,8501,13/10/2025,North East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,14,23,Mid, G,547,Middle_Unit,4000000,7313,13/10/2025,North East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,2,25,Mid, E,448,Small_Unit,3980000,8884,10/10/2025,North,8. Normal (Poor Direction - N/W),500,4.5
 6 Maywood ,3,27,High, H,540,Middle_Unit,4980000,9222,10/10/2025,South East,6. Normal (Good Direction - S/E),1500,6
 3 Chestwood ,2,4,Low, A,639,Large_Unit,4500000,7042,8/10/2025,South,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,4,15,Mid, H,549,Middle_Unit,4550000,8288,6/10/2025,South West,1. Premium Plus (Full Park),500,9
 6 Maywood ,8,5,Low, F,441,Small_Unit,3610000,8186,3/10/2025,North West,4. Good Open (Distant Greenery),1500,7
 3 Chestwood ,2,15,Mid, F,449,Small_Unit,3928000,8748,3/10/2025,North,8. Normal (Poor Direction - N/W),1300,4.5
 6 Maywood ,6,31,High, E,441,Small_Unit,4150000,9410,30/9/2025,North West,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,6,24,Mid, D,544,Middle_Unit,4700000,8640,30/9/2025,South West,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,3,3,Low, D,547,Middle_Unit,4300000,7861,29/9/2025,North,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,12,10,Low, D,551,Middle_Unit,4610000,8367,29/9/2025,North West,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,10,25,Mid, C,546,Middle_Unit,4400000,8059,29/9/2025,South West,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,4,10,Low, D,547,Middle_Unit,4760000,8702,29/9/2025,South,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,1,25,Mid, F,441,Small_Unit,4160000,9433,26/9/2025,East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,2,6,Low, G,547,Middle_Unit,4350000,7952,26/9/2025,South West,5. Good Internal (Pool/Piazza),1400,6.5
 3 Chestwood ,1,25,Mid, E,448,Small_Unit,4320000,9643,26/9/2025,South West,1. Premium Plus (Full Park),1300,9
 6 Maywood ,5,2,Low, D,544,Middle_Unit,4300000,7904,23/9/2025,South West,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,5,22,Mid, F,441,Small_Unit,3988000,9043,23/9/2025,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,1,13,Mid, A,638,Large_Unit,5238000,8210,22/9/2025,South,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,5,29,High, D,540,Middle_Unit,5200000,9630,22/9/2025,South West,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,10,5,Low, B,633,Large_Unit,4420000,6983,22/9/2025,South East,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,10,15,Mid, E,446,Small_Unit,3850000,8632,19/9/2025,North West,10. Poor Street (Busy Road),1500,2
 7 Kenswood ,1,5,Low, F,442,Small_Unit,3850000,8710,19/9/2025,East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,3,2,Low, E,448,Small_Unit,4050000,9040,18/9/2025,North,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,11,21,Mid, A,635,Large_Unit,5100000,8031,18/9/2025,South East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,3,23,Mid, E,448,Small_Unit,3800000,8482,17/9/2025,North,8. Normal (Poor Direction - N/W),500,4.5
 1 Locwood ,11,25,Mid, H,549,Middle_Unit,4600000,8379,15/9/2025,South East,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,14,12,Mid, B,633,Large_Unit,4520000,7141,12/9/2025,North East,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,8,8,Low, H,550,Middle_Unit,4038000,7342,12/9/2025,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,7,12,Mid, F,442,Small_Unit,3800000,8597,12/9/2025,North East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,12,17,Mid, F,442,Small_Unit,4000000,9050,11/9/2025,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,2,10,Low, G,548,Middle_Unit,4680000,8540,11/9/2025,South West,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,6,22,Mid, F,442,Small_Unit,4130000,9344,11/9/2025,North,8. Normal (Poor Direction - N/W),1400,4.5
 2 Sherwood ,6,7,Low, C,551,Middle_Unit,3980000,7223,10/9/2025,South East,1. Premium Plus (Full Park),500,9
 1 Locwood ,5,21,Mid, C,551,Middle_Unit,4550000,8258,10/9/2025,South East,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,5,35,High, E,446,Small_Unit,3950000,8857,10/9/2025,North East,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,4,18,Mid, D,543,Middle_Unit,4380000,8066,9/9/2025,South,1. Premium Plus (Full Park),1300,9
 1 Locwood ,12,15,Mid, G,548,Middle_Unit,3980000,7263,9/9/2025,North,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,11,15,Mid, G,548,Middle_Unit,3880000,7080,4/9/2025,East,10. Poor Street (Light Rail Track / Road),500,2
